新出房源，业主诚售，单价低，楼层好，视野开阔,信和花园 , 4室2厅 , 156.48平米 ,81人关注 , 共46次带看 , 30天以前发布,980,单价62628元/平米,https://sh.lianjia.com/ershoufang/107100334644.html,浦东,1 
绿地春申花园 2室2厅 580万,绿地春申花园 , 2室2厅 , 94.57平米 ,47人关注 , 共4次带看 , 一年前发布,580,单价61331元/平米,https://sh.lianjia.com/ershoufang/107001426619.html,闵行,4
满五唯一，南北通透，户型正气，看房方便,杨泰春城 , 2室2厅 , 94.51平米 ,0人关注 , 共0次带看 , 22天以前发布,380,单价40208元/平米,https://sh.lianjia.com/ershoufang/107100359786.html,宝山,4
小高层带电梯，中间层采光足，南北双阳台，精装拎包住,大华朗香花园 , 2室2厅 , 91平米 ,29人关注 , 共43次带看 , 26天以前发布,508,单价55825元/平米,https://sh.lianjia.com/ershoufang/107100348374.html,宝山,4
稀 缺户型 大的一室一厅 厨卫全明 好楼层,宝山三村 , 1室1厅 , 52.47平米 ,19人关注 , 共6次带看 , 7个月以前发布,230,单价43835元/平米,https://sh.lianjia.com/ershoufang/107002266081.html,宝山,4
中环一号电梯高区2+1房型，动迁房,中环一号(一期) , 3室2厅 , 101.79平米 ,149人关注 , 共4次带看 , 一年前发布,560,单价55016元/平米,https://sh.lianjia.com/ershoufang/107000475035.html,宝山,4
精装修2房4楼位置好采光佳诚心出售,祁连二村 , 2室2厅 , 77.5平米 ,101人关注 , 共2次带看 , 6个月以前发布,295,单价38065元/平米,https://sh.lianjia.com/ershoufang/107000596271.html,宝山,4
此房满五唯一免征个税，双南户型，交通方便，配套成熟,泰和新城(泰和西路3499弄) , 2室1厅 , 57.84平米 ,133人关注 , 共2次带看 , 一年前发布,204,单价35270元/平米,https://sh.lianjia.com/ershoufang/107000714393.html,宝山,4
九号线地铁房 房东诚心出售 价格可谈,新凯一期 , 2室1厅 , 77.59平米 ,122人关注 , 共2次带看 , 一年前发布,290,单价37376元/平米,https://sh.lianjia.com/ershoufang/107001333141.html,松江,4
新凯家园一期 精装自住 看房方便诚心出售,新凯一期 , 3室2厅 , 94.5平米 ,73人关注 , 共3次带看 , 8个月以前发布,330,单价34921元/平米,https://sh.lianjia.com/ershoufang/107001357181.html,松江,4
精装全南两房 位置好 看房方便 带地下产权车位 诚售,新弘国际城(公寓) , 2室2厅 , 88.41平米 ,40人关注 , 共2次带看 , 一年前发布,305,单价34499元/平米,https://sh.lianjia.com/ershoufang/107001402047.html,松江,4
低单价近3万，价钱好谈，买一层送一层，面积超200平！,海德公寓 , 4室3厅 , 128.92平米 ,60人关注 , 共4次带看 , 一年前发布,420,单价32579元/平米,https://sh.lianjia.com/ershoufang/107001468537.html,松江,4
绿地香颂 简装修 干净整洁 位置好出行方便,绿地香颂(奉贤)(公寓) , 1室1厅 , 61.89平米 ,76人关注 , 共32次带看 , 11个月以前发布,129,单价20844元/平米,https://sh.lianjia.com/ershoufang/107001129685.html,奉贤,4
精装两房，配套成熟，满两年税费少，有钥匙随时看房,金水苑 , 2室2厅 , 102.1平米 ,6人关注 , 共1次带看 , 6天以前发布,248,单价24290元/平米,https://sh.lianjia.com/ershoufang/107100406397.html,奉贤,4
南北通透，黄 金楼层，多层4楼层采光好,阳光园(一期) , 3室2厅 , 128.58平米 ,10人关注 , 共12次带看 , 一年前发布,320,单价24888元/平米,https://sh.lianjia.com/ershoufang/107000771313.html,奉贤,4
大叶公路，南桥新城，电梯两房，南北通透，满五唯一,金碧汇虹苑 , 2室2厅 , 100.39平米 ,42人关注 , 共14次带看 , 3个月以前发布,210,单价20919元/平米,https://sh.lianjia.com/ershoufang/107100097162.html,奉贤,4
碧海金沙，奉贤大学城，绿地集团开发，得房率高,绿地香颂(奉贤)(别墅) , 3室2厅 , 129.9平米 ,10人关注 , 共7次带看 , 2个月以前发布,380,单价29254元/平米,https://sh.lianjia.com/ershoufang/107100223876.html,奉贤,4
绿地香颂(奉贤)(公寓) 1室1厅 125万,绿地香颂(奉贤)(公寓) , 1室1厅 , 62.16平米 ,18人关注 , 共6次带看 , 8天以前发布,125,单价20110元/平米,https://sh.lianjia.com/ershoufang/107100398376.html,奉贤,4
业主着急置换，虽然房子不满两年，但是价格可以再让点,绿地香颂(奉贤)(别墅) , 4室2厅 , 213.12平米 ,500人关注 , 共19次带看 , 一年前发布,315,单价14781元/平米,https://sh.lianjia.com/ershoufang/107001220825.html,奉贤,4
楼层好，交通便利，房东诚心出售，到价签字,甘泉路5弄 , 1室1厅 , 41.44平米 ,24人关注 , 共3次带看 , 9个月以前发布,233,单价56226元/平米,https://sh.lianjia.com/ershoufang/107002172677.html,普陀,4
景观楼层，简单装修，方便重装，业主诚心出售,章家巷小区 , 1室1厅 , 46.21平米 ,13人关注 , 共2次带看 , 9个月以前发布,260,单价56265元/平米,https://sh.lianjia.com/ershoufang/107002176757.html,普陀,4
南北通大两房，中间楼层，满五唯一税费少，赠送面积大,太浜巷小区 , 2室1厅 , 67.07平米 ,17人关注 , 共2次带看 , 8个月以前发布,435,单价64858元/平米,https://sh.lianjia.com/ershoufang/107002197675.html,普陀,4
户型正气 采光充足 交通便利 生活配套齐全,香樟苑(普陀) , 2室1厅 , 62平米 ,25人关注 , 共1次带看 , 8个月以前发布,310,单价50000元/平米,https://sh.lianjia.com/ershoufang/107002208883.html,普陀,4
满五唯一诚意出售看房方便随时可看东边套全明户型！！,太浜巷小区 , 1室1厅 , 40.04平米 ,13人关注 , 共1次带看 , 7个月以前发布,265,单价66184元/平米,https://sh.lianjia.com/ershoufang/107002240897.html,普陀,4
汪家井西区，精装一室一厅，满五唯一，90年房龄,汪家井小区 , 1室1厅 , 45.57平米 ,50人关注 , 共3次带看 , 6个月以前发布,220,单价48278元/平米,https://sh.lianjia.com/ershoufang/107002268973.html,普陀,4
精装修设计好，朝南，一房一厅，楼层佳，采光好,紫腾苑小区 , 1室1厅 , 40.89平米 ,130人关注 , 共4次带看 , 6个月以前发布,190,单价46467元/平米,https://sh.lianjia.com/ershoufang/107002278071.html,普陀,4
售后公房，满五唯一。地铁口，精装朝南，够吸引您吗？,连云大楼 , 1室1厅 , 58.72平米 ,38人关注 , 共1次带看 , 一年前发布,640,单价108992元/平米,https://sh.lianjia.com/ershoufang/107001750327.html,黄浦,4
《链.家.真》方正全明+《师专（未用）》,丽园新村 , 2室0厅 , 50.92平米 ,9人关注 , 共0次带看 , 10个月以前发布,400,单价78555元/平米,https://sh.lianjia.com/ershoufang/107002116301.html,黄浦,4
两房朝西南，小区两房总价低，业主诚意出售！看房方便,唐城公寓 , 2室2厅 , 112.44平米 ,32人关注 , 共2次带看 , 8个月以前发布,775,单价68926元/平米,https://sh.lianjia.com/ershoufang/107002202779.html,黄浦,4
达新大楼 2室1厅 530万,达新大楼 , 2室1厅 , 64.9平米 ,22人关注 , 共1次带看 , 6个月以前发布,530,单价81665元/平米,https://sh.lianjia.com/ershoufang/107002299753.html,黄浦,4
业主自住，满五年唯一，高区南北通，业主诚意卖房 急,新家坡园景苑 , 3室2厅 , 125.8平米 ,20人关注 , 共1次带看 , 5个月以前发布,1080,单价85851元/平米,https://sh.lianjia.com/ershoufang/107002317899.html,黄浦,4
明天华城 南北通透格局 毛坯两房 诚意出售 看房随时,明天华城 , 2室2厅 , 90.68平米 ,37人关注 , 共21次带看 , 5个月以前发布,428,单价47199元/平米,https://sh.lianjia.com/ershoufang/107002335329.html,浦东,5
97年的房子 双南采光好 楼层好 安静 税少 环境佳 诚售,罗山七村 , 2室2厅 , 65.55平米 ,8人关注 , 共10次带看 , 28天以前发布,360,单价54920元/平米,https://sh.lianjia.com/ershoufang/107100339088.html,浦东,5
明天华城  精装三房 满五唯一 诚心出售,明天华城 , 3室2厅 , 113平米 ,10人关注 , 共0次带看 , 12天以前发布,550,单价48673元/平米,https://sh.lianjia.com/ershoufang/107100388655.html,浦东,5
精装修自住，刚需必选，房东诚意出售,益丰新村 , 1室1厅 , 56.54平米 ,2人关注 , 共1次带看 , 9天以前发布,310,单价54829元/平米,https://sh.lianjia.com/ershoufang/107100393991.html,浦东,5
由由一村 2室1厅 330万,由由一村 , 2室1厅 , 62.02平米 ,6人关注 , 共3次带看 , 8天以前发布,330,单价53209元/平米,https://sh.lianjia.com/ershoufang/107100399545.html,浦东,5
正气大两房厅南房南，自住装修，近宝龙和家乐福！,极景易家 , 2室2厅 , 95.38平米 ,4人关注 , 共1次带看 , 6天以前发布,435,单价45608元/平米,https://sh.lianjia.com/ershoufang/107100403310.html,浦东,5
满五唯一，户型方正，高区景观，单价低，房东急售...,上海绿城 , 3室2厅 , 134.55平米 ,371人关注 , 共32次带看 , 一年前发布,1160,单价86214元/平米,https://sh.lianjia.com/ershoufang/107000203369.html,浦东,5
售后公房，自住精装修，南北通透，看房方便诚意卖,又一村(静安) , 2室0厅 , 51.49平米 ,2人关注 , 共6次带看 , 1个月以前发布,525,单价101962元/平米,https://sh.lianjia.com/ershoufang/107100311187.html,静安,4
两房朝南，旁边万航渡路，全明结构，视野开阔,静安城 , 2室2厅 , 102.09平米 ,59人关注 , 共13次带看 , 10个月以前发布,905,单价88648元/平米,https://sh.lianjia.com/ershoufang/107002108297.html,静安,4
湖景楼栋，藏世豪产，无上家税，税各付带产权车位！,中凯城市之光(静安) , 3室2厅 , 160.95平米 ,37人关注 , 共18次带看 , 2个月以前发布,2150,单价133582元/平米,https://sh.lianjia.com/ershoufang/107100215697.html,静安,4
楼层佳，采光好，装修好 静安小户型，总价低,新丰小区 , 1室1厅 , 39.22平米 ,22人关注 , 共17次带看 , 3个月以前发布,318,单价81082元/平米,https://sh.lianjia.com/ershoufang/107100097841.html,静安,4
10平阳光房+两房全南，壹//中//心///未,又一村(静安) , 2室0厅 , 54.09平米 ,14人关注 , 共4次带看 , 2个月以前发布,540,单价99834元/平米,https://sh.lianjia.com/ershoufang/107100165781.html,静安,4
南京西路步行街、满五唯一、装修好,华业小区 , 1室1厅 , 44.85平米 ,6人关注 , 共3次带看 , 2个月以前发布,500,单价111483元/平米,https://sh.lianjia.com/ershoufang/107100184689.html,静安,4
急卖！内环内92年成熟小区，楼层好，得房率高，采光好,通阁路135弄 , 1室1厅 , 34.87平米 ,1人关注 , 共0次带看 , 13天以前发布,235,单价67394元/平米,https://sh.lianjia.com/ershoufang/107100386434.html,闸北,4
高区 南北通大一房看房有钥匙 诚意出售,卓悦居 , 2室2厅 , 96.28平米 ,6人关注 , 共0次带看 , 6个月以前发布,900,单价93478元/平米,https://sh.lianjia.com/ershoufang/107000075859.html,闸北,4
世纪花苑电梯三房+满五唯一税费低+小区环境好闹中取静,世纪花苑 , 3室2厅 , 139.29平米 ,35人关注 , 共1次带看 , 7个月以前发布,750,单价53845元/平米,https://sh.lianjia.com/ershoufang/107000269989.html,闸北,4
三房两厅两卫 南北户型 楼间距宽视野好 业主诚意卖,新梅共和城 , 3室2厅 , 126.17平米 ,28人关注 , 共0次带看 , 一年前发布,930,单价73711元/平米,https://sh.lianjia.com/ershoufang/107000506783.html,闸北,4
三泉家园 3室2厅 650万,三泉家园 , 3室2厅 , 109.81平米 ,50人关注 , 共1次带看 , 一年前发布,650,单价59194元/平米,https://sh.lianjia.com/ershoufang/107000553505.html,闸北,4
心族公寓 经典大三房 满五少税 看房方便 业主诚售,心族公寓 , 3室2厅 , 115.77平米 ,24人关注 , 共0次带看 , 8个月以前发布,770,单价66512元/平米,https://sh.lianjia.com/ershoufang/107000556015.html,闸北,4
满五唯一 精装修 房型正气 楼层佳 采光充足 厅朝南,城市庭园 , 2室1厅 , 86.82平米 ,54人关注 , 共2次带看 , 7个月以前发布,565,单价65078元/平米,https://sh.lianjia.com/ershoufang/107002260349.html,杨浦,4
佳泰花园 3室2厅 980万,佳泰花园 , 3室2厅 , 133.52平米 ,14人关注 , 共2次带看 , 6个月以前发布,980,单价73398元/平米,https://sh.lianjia.com/ershoufang/107002294369.html,杨浦,4
生活配套齐全，环境优美，近地铁，近公园,延吉二村 , 2室1厅 , 51.46平米 ,36人关注 , 共17次带看 , 一年前发布,330,单价64128元/平米,https://sh.lianjia.com/ershoufang/107000894273.html,杨浦,4
内环内+江浦公园旁+近地铁12/18号线+地段佳,金鹏花园 , 2室1厅 , 70.94平米 ,105人关注 , 共40次带看 , 3个月以前发布,445,单价62730元/平米,https://sh.lianjia.com/ershoufang/107100036111.html,杨浦,4
南北通户型，一梯两户，采光无遮挡，东外滩板块,嘉禄公寓 , 2室2厅 , 93.91平米 ,50人关注 , 共1次带看 , 一年前发布,698,单价74327元/平米,https://sh.lianjia.com/ershoufang/107000003493.html,杨浦,4
不要给自己的价格设限，这个市场很多你想不到,明阳公寓 , 2室1厅 , 67.68平米 ,107人关注 , 共0次带看 , 一年前发布,460,单价67967元/平米,https://sh.lianjia.com/ershoufang/107000133085.html,杨浦,4
全明户型+满五唯一+近地铁+社区内配套幼稚园+看房方便,仁德路67弄10支弄 , 1室1厅 , 52.15平米 ,19人关注 , 共0次带看 , 一年前发布,320,单价61362元/平米,https://sh.lianjia.com/ershoufang/107000614825.html,杨浦,4
玉兰二村 2室1厅 149万,玉兰二村 , 2室1厅 , 48.12平米 ,8人关注 , 共1次带看 , 26天以前发布,149,单价30965元/平米,https://sh.lianjia.com/ershoufang/107100347434.html,嘉定,4
小区前排位置、满五唯一没税、看房方便全明、采光充足,西上海名邸 , 2室2厅 , 90.56平米 ,11人关注 , 共1次带看 , 8个月以前发布,310,单价34232元/平米,https://sh.lianjia.com/ershoufang/107000349535.html,嘉定,5
03年品质小区，会所泳池，产权车位，随时可看，诚售,今日丽园 , 3室2厅 , 135.51平米 ,30人关注 , 共1次带看 , 6个月以前发布,1084,单价79995元/平米,https://sh.lianjia.com/ershoufang/107000098259.html,长宁,4
3个卧室全套房带卫浴+保姆房+南北厅采光无遮挡+带车位,古北瑞仕花园 , 3室2厅 , 193.36平米 ,13人关注 , 共1次带看 , 8个月以前发布,2031,单价105038元/平米,https://sh.lianjia.com/ershoufang/107000116973.html,长宁,4
佳乐苑 3室2厅 375万,佳乐苑 , 3室2厅 , 130.24平米 ,0人关注 , 共0次带看 , 6个月以前发布,375,单价28793元/平米,https://sh.lianjia.com/ershoufang/107002277507.html,青浦,4
泰安公寓 3室2厅 325万,泰安公寓 , 3室2厅 , 129.63平米 ,6人关注 , 共0次带看 , 4个月以前发布,325,单价25072元/平米,https://sh.lianjia.com/ershoufang/107002342685.html,青浦,4
品质小区临地铁 真划算 房东急售 价格可谈 满五年少税,万科尚景苑(别墅) , 4室2厅 , 163.48平米 ,10人关注 , 共0次带看 , 3个月以前发布,900,单价55053元/平米,https://sh.lianjia.com/ershoufang/107100043058.html,青浦,4
金水湾(公寓) 4室3厅 580万,金水湾(公寓) , 4室3厅 , 96.84平米 ,23人关注 , 共0次带看 , 3个月以前发布,580,单价59893元/平米,https://sh.lianjia.com/ershoufang/107100045169.html,青浦,4
东湾 中间楼层 一房一厅 售后公房 满五年唯一,东湾小区 , 1室1厅 , 43平米 ,41人关注 , 共4次带看 , 11个月以前发布,195,单价45349元/平米,https://sh.lianjia.com/ershoufang/107002062589.html,徐汇,4
楼层好，视野开阔，1梯2户，利用率高，精装修，物况好,樟树苑 , 2室2厅 , 90.24平米 ,85人关注 , 共0次带看 , 9个月以前发布,590,单价65382元/平米,https://sh.lianjia.com/ershoufang/107002178071.html,徐汇,4
南北两房+天井+地铁房+教科研实验,中山新村 , 2室0厅 , 53.19平米 ,34人关注 , 共2次带看 , 9个月以前发布,400,单价75203元/平米,https://sh.lianjia.com/ershoufang/107002179385.html,徐汇,4
凯歌公寓精装高层电梯房，满五唯一，诚意卖，价可谈！,凯歌公寓 , 2室1厅 , 67.99平米 ,6人关注 , 共4次带看 , 9个月以前发布,680,单价100015元/平米,https://sh.lianjia.com/ershoufang/107002187145.html,徐汇,4
